X,Y,OBJECTID,Offense,OffGen,BeginDate,EndDate,Location,Day
-117.392254714139668,47.74608557429562,4088,BURGLARY-GARAGE,Burglary,2014-03-02T17:00:00.000Z,2014-03-06T14:50:00.000Z,9700 Block Of N Morton Ct,Sunday
-117.392254714139668,47.74608557429562,4089,MALICIOUS MISCHIEF,Malicious Mischief,2014-03-02T17:00:00.000Z,2014-03-06T14:50:00.000Z,9700 Block Of N Morton Ct,Sunday
-117.4045312059785,47.706551978505765,4090,ASSAULT-SIMPLE,Assault,2014-03-06T11:55:00.000Z,2014-03-06T11:55:00.000Z,400 Block Of E Sanson Av,Thursday
-117.4045312059785,47.706551978505765,4091,MALICIOUS MISCHIEF,Malicious Mischief,2014-03-06T11:55:00.000Z,2014-03-06T11:55:00.000Z,400 Block Of E Sanson Av,Thursday
-117.421069186215476,47.65720866145606,4092,VEH-THEFT PLATES/TABS,Vehicle Theft,2014-03-06T09:00:00.000Z,2014-03-06T14:30:00.000Z,N Howard St,Thursday
-117.35880593401572,47.686673039285637,4093,THEFT-FROM BUILDING,Theft,2014-03-05T15:00:00.000Z,2014-03-05T16:30:00.000Z,3200 Block Of N Ferrall St,Wednesday
-117.397267552878262,47.718750725429871,4094,ASSAULT-SUB BDLY HARM,Assault,2014-03-06T13:13:00.000Z,2014-03-06T13:13:00.000Z,900 Block Of E Lyons Av,Thursday
-117.397267552878262,47.718750725429871,4095,MALICIOUS MISCHIEF,Malicious Mischief,2014-03-06T13:13:00.000Z,2014-03-06T13:13:00.000Z,900 Block Of E Lyons Av,Thursday
-117.373483719078592,47.686335013069751,4096,VEH-PROWL,Vehicle Prowling,2014-03-05T18:00:00.000Z,2014-03-06T08:00:00.000Z,3100 Block Of N Cook St,Wednesday
-117.392356464867589,47.701434692757417,4097,BURGLARY-RESIDNTL,Burglary,2014-03-06T15:48:00.000Z,2014-03-06T15:48:00.000Z,1200 Block Of E Broad Av,Thursday
-117.366494905069004,47.657153988778411,4098,THEFT-SHOPLIFTING,Theft,2014-02-28T17:24:00.000Z,2014-02-28T17:24:00.000Z,3000 Block Of E Sprague Av,Wednesday
-117.398904922342481,47.646753452100391,4099,THEFT-OPEN AREA,Theft,2014-03-06T15:41:00.000Z,2014-03-06T15:41:00.000Z,800 Block Of E 9Th Av,Thursday
-117.349023678079689,47.657111751534231,4100,THEFT-SHOPLIFTING,Theft,2014-03-06T12:51:00.000Z,2014-03-06T12:51:00.000Z,4200 Block Of E Sprague Av,Thursday
-117.421138364642744,47.660361057085503,4101,DRUGS-POSSESS,Drugs,2014-03-06T15:31:00.000Z,2014-03-06T15:31:00.000Z,600 Block Of W Spokane Falls Bl,Thursday
-117.423736471124613,47.672949610539348,4102,THEFT-IDENTITY,Theft,2014-03-01T17:47:00.000Z,2014-03-06T17:47:00.000Z,800 Block Of W Augusta Av,Saturday
-117.42497914267534,47.65345376816704,4103,DRUGS-POSSESS,Drugs,2014-03-06T16:27:00.000Z,2014-03-06T16:27:00.000Z,W 3Rd Av,Thursday
-117.379345613769217,47.668593001557433,4104,THEFT-OPEN AREA,Theft,2014-03-01T16:34:00.000Z,2014-03-06T16:34:00.000Z,2100 Block Of E Boone Av,Saturday
-117.446156429525956,47.655427824644974,4105,ASSAULT-SIMPLE,Assault,2014-03-06T17:19:00.000Z,2014-03-06T17:19:00.000Z,2300 Block Of W Pacific Av,Thursday
-117.418112603287625,47.657388923644262,4106,THEFT-SHOPLIFTING,Theft,2014-03-06T18:01:00.000Z,2014-03-06T18:01:00.000Z,400 Block Of W Sprague Av,Thursday
-117.42642930013416,47.673334817063889,4107,VEH-PROWL,Vehicle Prowling,2014-03-06T17:30:00.000Z,2014-03-06T18:30:00.000Z,1700 Block Of N Monroe St,Thursday
-117.42642930013416,47.673334817063889,4108,MALICIOUS MISCHIEF,Malicious Mischief,2014-03-06T17:30:00.000Z,2014-03-06T18:30:00.000Z,1700 Block Of N Monroe St,Thursday
-117.42642930013416,47.673334817063889,4109,VEH-PROWL,Vehicle Prowling,2014-03-06T17:30:00.000Z,2014-03-06T18:15:00.000Z,1700 Block Of N Monroe St,Thursday
-117.42642930013416,47.673334817063889,4110,MALICIOUS MISCHIEF,Malicious Mischief,2014-03-06T17:30:00.000Z,2014-03-06T18:15:00.000Z,1700 Block Of N Monroe St,Thursday
-117.406288659705922,47.670694213561923,4111,ASSAULT-SIMPLE,Assault,2014-03-06T17:34:00.000Z,2014-03-06T17:34:00.000Z,1400 Block Of N Lidgerwood St,Thursday
-117.406288659705922,47.670694213561923,4112,MALICIOUS MISCHIEF,Malicious Mischief,2014-03-06T17:34:00.000Z,2014-03-06T17:34:00.000Z,1400 Block Of N Lidgerwood St,Thursday
-117.418010406978269,47.656595531069989,4113,VEH-PROWL,Vehicle Prowling,2014-03-06T07:00:00.000Z,2014-03-06T20:00:00.000Z,W 1St Av,Thursday
-117.418010406978269,47.656595531069989,4114,MALICIOUS MISCHIEF,Malicious Mischief,2014-03-06T07:00:00.000Z,2014-03-06T20:00:00.000Z,W 1St Av,Thursday
-117.353363030282964,47.65181629062009,4115,BURGLARY-GARAGE,Burglary,2014-03-01T20:37:00.000Z,2014-03-06T20:00:00.000Z,3900 Block Of E 5Th Av,Saturday
-117.353363030282964,47.65181629062009,4116,MALICIOUS MISCHIEF,Malicious Mischief,2014-03-01T20:37:00.000Z,2014-03-06T20:00:00.000Z,3900 Block Of E 5Th Av,Saturday
-117.410986569501219,47.699287342926937,4117,THEFT-FROM BUILDING,Theft,2014-02-10T20:44:00.000Z,2014-02-10T20:44:00.000Z,4500 Block Of N Division St,Saturday
-117.437389733347899,47.648435194088378,4118,VEH-THEFT,Vehicle Theft,2014-03-06T18:48:00.000Z,2014-03-06T18:48:00.000Z,1700 Block Of W 8Th Av,Thursday
-117.352140538548639,47.628172481915243,4119,VEH-PROWL,Vehicle Prowling,2014-03-06T20:00:00.000Z,2014-03-06T21:00:00.000Z,4000 Block Of E 29Th Av,Thursday
-117.352140538548639,47.628172481915243,4120,MALICIOUS MISCHIEF,Malicious Mischief,2014-03-06T20:00:00.000Z,2014-03-06T21:00:00.000Z,4000 Block Of E 29Th Av,Thursday
-117.425228847739149,47.654476590425581,4121,VEH-PROWL,Vehicle Prowling,2014-03-06T19:45:00.000Z,2014-03-06T21:00:00.000Z,900 Block Of W 2Nd Av,Thursday
-117.395291763321907,47.732615286135925,4122,ASSAULT-SIMPLE,Assault,2014-03-06T17:12:00.000Z,2014-03-06T17:12:00.000Z,N Nevada St,Thursday
-117.41098969638918,47.700719906022002,4123,THEFT-SHOPLIFTING,Theft,2014-03-06T19:35:00.000Z,2014-03-06T19:35:00.000Z,4700 Block Of N Division St,Thursday
-117.443040071459507,47.672689038461243,4124,THEFT-FROM BUILDING,Theft,2014-03-06T21:00:00.000Z,2014-03-06T21:00:00.000Z,1600 Block Of N Belt St,Thursday
-117.423465309435841,47.654489633257775,4125,VEH-PROWL,Vehicle Prowling,2014-03-06T22:58:00.000Z,2014-03-06T22:58:00.000Z,W 2Nd Av,Thursday
-117.423465309435841,47.654489633257775,4126,MALICIOUS MISCHIEF,Malicious Mischief,2014-03-06T22:58:00.000Z,2014-03-06T22:58:00.000Z,W 2Nd Av,Thursday
-117.411098806678751,47.657993300609483,4127,VEH-PROWL,Vehicle Prowling,2014-03-06T19:00:00.000Z,2014-03-06T21:30:00.000Z,N Division St,Thursday
-117.411098806678751,47.657993300609483,4128,MALICIOUS MISCHIEF,Malicious Mischief,2014-03-06T19:00:00.000Z,2014-03-06T21:30:00.000Z,N Division St,Thursday
-117.418026514231784,47.657957132436103,4129,ASSAULT-SIMPLE,Assault,2014-03-06T20:00:00.000Z,2014-03-06T20:00:00.000Z,W Riverside Av,Thursday
-117.404409299122946,47.707412734017836,4130,MALICIOUS MISCHIEF,Malicious Mischief,2014-03-07T00:00:00.000Z,2014-03-07T00:00:00.000Z,400 Block Of E North Av,Friday
-117.377537067008774,47.679534332715733,4131,MALICIOUS MISCHIEF,Malicious Mischief,2014-03-07T00:01:00.000Z,2014-03-07T00:31:00.000Z,2100 Block Of E North Crescent Av,Friday
-117.394783258261327,47.723409569331707,4132,VEH-PROWL,Vehicle Prowling,2014-03-07T03:25:00.000Z,2014-03-07T03:35:00.000Z,1100 Block Of E Cozza Dr,Friday
-117.422510845716005,47.665503618929868,4133,MALICIOUS MISCHIEF,Malicious Mischief,2014-03-07T04:00:00.000Z,2014-03-07T04:00:00.000Z,700 Block Of W Mallon Av,Friday
-117.432914542146634,47.674936428339635,4134,THEFT-FROM BUILDING,Theft,2014-03-05T14:30:00.000Z,2014-03-05T14:30:00.000Z,1400 Block Of W Indiana Av,Wednesday
-117.39400946878628,47.631811480038834,4135,VEH-PROWL,Vehicle Prowling,2014-03-06T23:30:00.000Z,2014-03-07T06:50:00.000Z,1100 Block Of E Plateau Rd,Thursday
-117.39400946878628,47.631811480038834,4136,BURGLARY-FENCED AREA,Burglary,2014-03-06T23:30:00.000Z,2014-03-07T06:50:00.000Z,1100 Block Of E Plateau Rd,Thursday
-117.400330443725451,47.700665387002203,4137,BURGLARY-RESIDNTL,Burglary,2014-03-07T04:11:00.000Z,2014-03-07T04:11:00.000Z,600 Block Of E Wellesley Av,Friday
-117.458351439409526,47.71729678892229,4138,VEH-THEFT,Vehicle Theft,2014-03-07T06:24:00.000Z,2014-03-07T06:24:00.000Z,6500 Block Of N Elmhurst St,Friday
-117.407532378642856,47.674998876652857,4139,VEH-THEFT,Vehicle Theft,2014-03-07T05:31:00.000Z,2014-03-07T05:31:00.000Z,200 Block Of E Indiana Av,Friday
-117.438542314221024,47.718508583691701,4140,VEH-PROWL,Vehicle Prowling,2014-03-07T00:30:00.000Z,2014-03-07T07:00:00.000Z,1800 Block Of W Northridge Ct,Friday
-117.438542314221024,47.718508583691701,4141,VEH-THEFT AUTO PARTS,Vehicle Theft,2014-03-07T00:30:00.000Z,2014-03-07T07:00:00.000Z,1800 Block Of W Northridge Ct,Friday
-117.389521987805566,47.704820494205322,4142,MALICIOUS MISCHIEF,Malicious Mischief,2014-03-06T23:00:00.000Z,2014-03-07T04:00:00.000Z,1400 Block Of E Crown Av,Thursday
-117.435657435946339,47.672260425798221,4143,BURGLARY-FENCED AREA,Burglary,2014-03-06T22:00:00.000Z,2014-03-07T05:00:00.000Z,1600 Block Of W Spofford Av,Thursday
-117.435657435946339,47.672260425798221,4144,MALICIOUS MISCHIEF,Malicious Mischief,2014-03-06T22:00:00.000Z,2014-03-07T05:00:00.000Z,1600 Block Of W Spofford Av,Thursday
-117.391096939737679,47.629997275005003,4145,VEH-PROWL,Vehicle Prowling,2014-03-06T22:00:00.000Z,2014-03-07T06:30:00.000Z,1300 Block Of E 27Th Av,Thursday
-117.411513941253077,47.719656856129035,4146,VEH-PROWL,Vehicle Prowling,2014-01-27T19:00:00.000Z,2014-01-28T06:00:00.000Z,6800 Block Of N Division St,Sunday
-117.438542314221024,47.718508583691701,4147,VEH-PROWL,Vehicle Prowling,2014-03-06T18:00:00.000Z,2014-03-07T09:20:00.000Z,1800 Block Of W Northridge Ct,Thursday
-117.438542314221024,47.718508583691701,4148,MALICIOUS MISCHIEF,Malicious Mischief,2014-03-06T18:00:00.000Z,2014-03-07T09:20:00.000Z,1800 Block Of W Northridge Ct,Thursday
-117.438542314221024,47.718508583691701,4149,VEH-THEFT AUTO PARTS,Vehicle Theft,2014-03-06T18:00:00.000Z,2014-03-07T09:20:00.000Z,1800 Block Of W Northridge Ct,Thursday
